File size 8514 
row: 10 , col 4  , place id: 84 ;
row: 27 , col 1  , place id: 217 ;
row: 72 , col 1  , place id: 577 ;
row: 46 , col 1  , place id: 369 ;
row: 48 , col 7  , place id: 391 ;
row: 64 , col 1  , place id: 513 ;
row: 81 , col 6  , place id: 654 ;
row: 89 , col 0  , place id: 712 ;
row: 72 , col 6  , place id: 582 ;
row: 29 , col 7  , place id: 239 ;
row: 78 , col 7  , place id: 631 ;
row: 35 , col 0  , place id: 280 ;
row: 62 , col 7  , place id: 503 ;
row: 80 , col 1  , place id: 641 ;
row: 25 , col 0  , place id: 200 ;
row: 84 , col 6  , place id: 678 ;
row: 11 , col 6  , place id: 94 ;
row: 89 , col 5  , place id: 717 ;
row: 44 , col 0  , place id: 352 ;
row: 92 , col 6  , place id: 742 ;
row: 49 , col 6  , place id: 398 ;
row: 70 , col 4  , place id: 564 ;
row: 67 , col 2  , place id: 538 ;
row: 35 , col 5  , place id: 285 ;
row: 93 , col 4  , place id: 748 ;
row: 37 , col 6  , place id: 302 ;
row: 88 , col 3  , place id: 707 ;
row: 26 , col 7  , place id: 215 ;
row: 17 , col 1  , place id: 137 ;
row: 27 , col 4  , place id: 220 ;
row: 22 , col 5  , place id: 181 ;
row: 12 , col 0  , place id: 96 ;
row: 82 , col 4  , place id: 660 ;
row: 97 , col 4  , place id: 780 ;
row: 22 , col 4  , place id: 180 ;
row: 12 , col 3  , place id: 99 ;
row: 59 , col 2  , place id: 474 ;
row: 99 , col 1  , place id: 793 ;
row: 10 , col 1  , place id: 81 ;
row: 63 , col 0  , place id: 504 ;
row: 29 , col 4  , place id: 236 ;
row: 52 , col 5  , place id: 421 ;
row: 56 , col 0  , place id: 448 ;
row: 51 , col 0  , place id: 408 ;
row: 67 , col 0  , place id: 536 ;
row: 50 , col 2  , place id: 402 ;
row: 74 , col 2  , place id: 594 ;
row: 92 , col 4  , place id: 740 ;
row: 18 , col 4  , place id: 148 ;
row: 81 , col 5  , place id: 653 ;
row: 74 , col 3  , place id: 595 ;
row: 61 , col 7  , place id: 495 ;
row: 104 , col 1  , place id: 833 ;
row: 25 , col 7  , place id: 207 ;
row: 19 , col 2  , place id: 154 ;
row: 29 , col 1  , place id: 233 ;
row: 24 , col 4  , place id: 196 ;
row: 100 , col 4  , place id: 804 ;
row: 68 , col 1  , place id: 545 ;
row: 45 , col 0  , place id: 360 ;
row: 34 , col 5  , place id: 277 ;
row: 105 , col 4  , place id: 844 ;
row: 74 , col 0  , place id: 592 ;
row: 64 , col 7  , place id: 519 ;
row: 57 , col 5  , place id: 461 ;
row: 58 , col 1  , place id: 465 ;
row: 73 , col 2  , place id: 586 ;
row: 92 , col 0  , place id: 736 ;
row: 72 , col 0  , place id: 576 ;
row: 15 , col 7  , place id: 127 ;
row: 29 , col 0  , place id: 232 ;
row: 26 , col 6  , place id: 214 ;
row: 93 , col 7  , place id: 751 ;
row: 55 , col 7  , place id: 447 ;
row: 106 , col 7  , place id: 855 ;
row: 93 , col 0  , place id: 744 ;
row: 86 , col 2  , place id: 690 ;
row: 37 , col 2  , place id: 298 ;
row: 72 , col 3  , place id: 579 ;
row: 89 , col 1  , place id: 713 ;
row: 26 , col 4  , place id: 212 ;
row: 29 , col 6  , place id: 238 ;
row: 104 , col 2  , place id: 834 ;
row: 27 , col 6  , place id: 222 ;
row: 35 , col 6  , place id: 286 ;
row: 53 , col 6  , place id: 430 ;
row: 26 , col 3  , place id: 211 ;
row: 65 , col 6  , place id: 526 ;
row: 85 , col 6  , place id: 686 ;
row: 89 , col 7  , place id: 719 ;
row: 61 , col 4  , place id: 492 ;
row: 94 , col 7  , place id: 759 ;
row: 76 , col 6  , place id: 614 ;
row: 40 , col 3  , place id: 323 ;
row: 62 , col 6  , place id: 502 ;
row: 105 , col 6  , place id: 846 ;
row: 84 , col 4  , place id: 676 ;
row: 60 , col 2  , place id: 482 ;
row: 11 , col 1  , place id: 89 ;
row: 13 , col 7  , place id: 111 ;
row: 94 , col 4  , place id: 756 ;
row: 95 , col 4  , place id: 764 ;
row: 54 , col 7  , place id: 439 ;
row: 69 , col 2  , place id: 554 ;
row: 52 , col 4  , place id: 420 ;
row: 35 , col 3  , place id: 283 ;
row: 65 , col 0  , place id: 520 ;
row: 78 , col 3  , place id: 627 ;
row: 21 , col 7  , place id: 175 ;
row: 90 , col 5  , place id: 725 ;
row: 60 , col 7  , place id: 487 ;
row: 52 , col 0  , place id: 416 ;
row: 15 , col 2  , place id: 122 ;
row: 84 , col 5  , place id: 677 ;
row: 28 , col 1  , place id: 225 ;
row: 100 , col 5  , place id: 805 ;
row: 71 , col 1  , place id: 569 ;
row: 32 , col 5  , place id: 261 ;
row: 100 , col 3  , place id: 803 ;
row: 70 , col 2  , place id: 562 ;
row: 83 , col 2  , place id: 666 ;
row: 43 , col 6  , place id: 350 ;
row: 51 , col 1  , place id: 409 ;
row: 100 , col 2  , place id: 802 ;
row: 19 , col 0  , place id: 152 ;
row: 99 , col 3  , place id: 795 ;
row: 85 , col 3  , place id: 683 ;
row: 47 , col 6  , place id: 382 ;
row: 42 , col 7  , place id: 343 ;
row: 23 , col 5  , place id: 189 ;
row: 75 , col 4  , place id: 604 ;
row: 96 , col 0  , place id: 768 ;
row: 12 , col 5  , place id: 101 ;
row: 98 , col 4  , place id: 788 ;
row: 18 , col 3  , place id: 147 ;
row: 38 , col 6  , place id: 310 ;
row: 33 , col 6  , place id: 270 ;
row: 30 , col 3  , place id: 243 ;
row: 12 , col 4  , place id: 100 ;
row: 96 , col 7  , place id: 775 ;
row: 106 , col 4  , place id: 852 ;
row: 30 , col 2  , place id: 242 ;
row: 99 , col 7  , place id: 799 ;
row: 22 , col 3  , place id: 179 ;
row: 64 , col 4  , place id: 516 ;
row: 17 , col 3  , place id: 139 ;
row: 32 , col 1  , place id: 257 ;
row: 99 , col 6  , place id: 798 ;
row: 13 , col 2  , place id: 106 ;
row: 76 , col 1  , place id: 609 ;
row: 60 , col 3  , place id: 483 ;
row: 89 , col 2  , place id: 714 ;
row: 69 , col 4  , place id: 556 ;
row: 83 , col 6  , place id: 670 ;
row: 75 , col 0  , place id: 600 ;
row: 98 , col 0  , place id: 784 ;
row: 28 , col 3  , place id: 227 ;
row: 91 , col 0  , place id: 728 ;
row: 31 , col 2  , place id: 250 ;
row: 71 , col 2  , place id: 570 ;
row: 70 , col 7  , place id: 567 ;
row: 19 , col 5  , place id: 157 ;
row: 26 , col 5  , place id: 213 ;
row: 43 , col 5  , place id: 349 ;
row: 77 , col 2  , place id: 618 ;
row: 61 , col 1  , place id: 489 ;
row: 46 , col 0  , place id: 368 ;
row: 105 , col 0  , place id: 840 ;
row: 106 , col 1  , place id: 849 ;
row: 61 , col 3  , place id: 491 ;
row: 35 , col 7  , place id: 287 ;
row: 86 , col 7  , place id: 695 ;
row: 60 , col 0  , place id: 480 ;
row: 54 , col 4  , place id: 436 ;
row: 16 , col 1  , place id: 129 ;
row: 10 , col 3  , place id: 83 ;
row: 45 , col 2  , place id: 362 ;
row: 28 , col 6  , place id: 230 ;
row: 38 , col 7  , place id: 311 ;
row: 15 , col 0  , place id: 120 ;
row: 66 , col 0  , place id: 528 ;
row: 80 , col 5  , place id: 645 ;
row: 41 , col 7  , place id: 335 ;
row: 79 , col 0  , place id: 632 ;
row: 74 , col 7  , place id: 599 ;
row: 44 , col 7  , place id: 359 ;
row: 54 , col 6  , place id: 438 ;
row: 52 , col 6  , place id: 422 ;
row: 100 , col 0  , place id: 800 ;
row: 62 , col 4  , place id: 500 ;
row: 23 , col 3  , place id: 187 ;
row: 63 , col 7  , place id: 511 ;
row: 91 , col 4  , place id: 732 ;
row: 40 , col 2  , place id: 322 ;
row: 31 , col 1  , place id: 249 ;
row: 33 , col 0  , place id: 264 ;
row: 50 , col 0  , place id: 400 ;
row: 15 , col 3  , place id: 123 ;
row: 48 , col 0  , place id: 384 ;
row: 73 , col 5  , place id: 589 ;
row: 15 , col 4  , place id: 124 ;
row: 94 , col 1  , place id: 753 ;
row: 67 , col 6  , place id: 542 ;
row: 64 , col 2  , place id: 514 ;
row: 76 , col 2  , place id: 610 ;
row: 77 , col 5  , place id: 621 ;
row: 97 , col 7  , place id: 783 ;
row: 67 , col 3  , place id: 539 ;
row: 50 , col 3  , place id: 403 ;
row: 13 , col 4  , place id: 108 ;
row: 105 , col 2  , place id: 842 ;
row: 71 , col 5  , place id: 573 ;
row: 88 , col 1  , place id: 705 ;
row: 82 , col 3  , place id: 659 ;
row: 75 , col 1  , place id: 601 ;
row: 36 , col 7  , place id: 295 ;
row: 89 , col 3  , place id: 715 ;
row: 92 , col 5  , place id: 741 ;
row: 10 , col 2  , place id: 82 ;
row: 73 , col 6  , place id: 590 ;
row: 97 , col 6  , place id: 782 ;
row: 27 , col 0  , place id: 216 ;
row: 54 , col 0  , place id: 432 ;
row: 28 , col 7  , place id: 231 ;
row: 88 , col 4  , place id: 708 ;
row: 18 , col 0  , place id: 144 ;
row: 54 , col 2  , place id: 434 ;
row: 41 , col 5  , place id: 333 ;
row: 101 , col 5  , place id: 813 ;
row: 66 , col 4  , place id: 532 ;
row: 56 , col 3  , place id: 451 ;
row: 12 , col 1  , place id: 97 ;
row: 20 , col 2  , place id: 162 ;
row: 31 , col 6  , place id: 254 ;
row: 77 , col 1  , place id: 617 ;
row: 74 , col 4  , place id: 596 ;
row: 11 , col 3  , place id: 91 ;
row: 47 , col 4  , place id: 380 ;
row: 81 , col 1  , place id: 649 ;
row: 23 , col 1  , place id: 185 ;
row: 20 , col 4  , place id: 164 ;
row: 21 , col 4  , place id: 172 ;
row: 77 , col 4  , place id: 620 ;
row: 10 , col 5  , place id: 85 ;
row: 75 , col 3  , place id: 603 ;
row: 72 , col 2  , place id: 578 ;
row: 25 , col 4  , place id: 204 ;
row: 62 , col 3  , place id: 499 ;
row: 42 , col 3  , place id: 339 ;
row: 95 , col 0  , place id: 760 ;
row: 104 , col 6  , place id: 838 ;
row: 16 , col 3  , place id: 131 ;
row: 12 , col 6  , place id: 102 ;
row: 88 , col 0  , place id: 704 ;
row: 58 , col 6  , place id: 470 ;
row: 95 , col 1  , place id: 761 ;
row: 63 , col 5  , place id: 509 ;
row: 58 , col 7  , place id: 471 ;
row: 73 , col 7  , place id: 591 ;
row: 73 , col 1  , place id: 585 ;
row: 37 , col 0  , place id: 296 ;
row: 43 , col 4  , place id: 348 ;
row: 68 , col 2  , place id: 546 ;
row: 43 , col 1  , place id: 345 ;
row: 95 , col 7  , place id: 767 ;
row: 38 , col 4  , place id: 308 ;
row: 99 , col 0  , place id: 792 ;
row: 11 , col 4  , place id: 92 ;
row: 51 , col 7  , place id: 415 ;
row: 65 , col 3  , place id: 523 ;
row: 106 , col 2  , place id: 850 ;
row: 68 , col 4  , place id: 548 ;
row: 41 , col 4  , place id: 332 ;
row: 93 , col 2  , place id: 746 ;
row: 101 , col 7  , place id: 815 ;
row: 30 , col 6  , place id: 246 ;
row: 58 , col 2  , place id: 466 ;
row: 62 , col 1  , place id: 497 ;
row: 57 , col 0  , place id: 456 ;
row: 30 , col 4  , place id: 244 ;
row: 103 , col 0  , place id: 824 ;
row: 66 , col 6  , place id: 534 ;
row: 38 , col 0  , place id: 304 ;
row: 96 , col 1  , place id: 769 ;
row: 103 , col 3  , place id: 827 ;
row: 33 , col 1  , place id: 265 ;
row: 39 , col 5  , place id: 317 ;
row: 64 , col 0  , place id: 512 ;
row: 71 , col 6  , place id: 574 ;
row: 45 , col 5  , place id: 365 ;
row: 87 , col 5  , place id: 701 ;
row: 26 , col 1  , place id: 209 ;
row: 39 , col 2  , place id: 314 ;
row: 78 , col 2  , place id: 626 ;
row: 23 , col 4  , place id: 188 ;
row: 72 , col 7  , place id: 583 ;
row: 57 , col 6  , place id: 462 ;
row: 86 , col 1  , place id: 689 ;
row: 19 , col 4  , place id: 156 ;
row: 99 , col 2  , place id: 794 ;
row: 19 , col 3  , place id: 155 ;
row: 32 , col 2  , place id: 258 ;
row: 59 , col 5  , place id: 477 ;
row: 98 , col 6  , place id: 790 ;
row: 48 , col 3  , place id: 387 ;
row: 70 , col 5  , place id: 565 ;
row: 95 , col 2  , place id: 762 ;
row: 75 , col 6  , place id: 606 ;
row: 25 , col 5  , place id: 205 ;
row: 93 , col 3  , place id: 747 ;
row: 90 , col 0  , place id: 720 ;
row: 24 , col 5  , place id: 197 ;
row: 17 , col 7  , place id: 143 ;
row: 19 , col 6  , place id: 158 ;
row: 98 , col 1  , place id: 785 ;
row: 76 , col 5  , place id: 613 ;
row: 50 , col 5  , place id: 405 ;
row: 71 , col 0  , place id: 568 ;
row: 24 , col 1  , place id: 193 ;
row: 20 , col 1  , place id: 161 ;
row: 61 , col 5  , place id: 493 ;
row: 102 , col 6  , place id: 822 ;
row: 61 , col 2  , place id: 490 ;
row: 82 , col 2  , place id: 658 ;
row: 19 , col 7  , place id: 159 ;
row: 31 , col 7  , place id: 255 ;
row: 86 , col 0  , place id: 688 ;
row: 96 , col 3  , place id: 771 ;
row: 34 , col 2  , place id: 274 ;
row: 94 , col 2  , place id: 754 ;
row: 49 , col 2  , place id: 394 ;
row: 65 , col 4  , place id: 524 ;
row: 39 , col 1  , place id: 313 ;
row: 58 , col 5  , place id: 469 ;
row: 68 , col 5  , place id: 549 ;
row: 86 , col 4  , place id: 692 ;
row: 90 , col 2  , place id: 722 ;
row: 18 , col 2  , place id: 146 ;
row: 99 , col 5  , place id: 797 ;
row: 82 , col 7  , place id: 663 ;
row: 102 , col 3  , place id: 819 ;
row: 63 , col 1  , place id: 505 ;
row: 24 , col 6  , place id: 198 ;
row: 15 , col 5  , place id: 125 ;
row: 100 , col 7  , place id: 807 ;
row: 56 , col 4  , place id: 452 ;
row: 42 , col 6  , place id: 342 ;
row: 20 , col 7  , place id: 167 ;
row: 17 , col 5  , place id: 141 ;
row: 83 , col 7  , place id: 671 ;
row: 40 , col 4  , place id: 324 ;
row: 102 , col 5  , place id: 821 ;
row: 68 , col 0  , place id: 544 ;
row: 39 , col 3  , place id: 315 ;
row: 14 , col 3  , place id: 115 ;
row: 34 , col 7  , place id: 279 ;
row: 98 , col 2  , place id: 786 ;
row: 102 , col 7  , place id: 823 ;
row: 104 , col 3  , place id: 835 ;
row: 103 , col 7  , place id: 831 ;
row: 45 , col 7  , place id: 367 ;
row: 55 , col 5  , place id: 445 ;
row: 32 , col 4  , place id: 260 ;
row: 45 , col 3  , place id: 363 ;
row: 13 , col 3  , place id: 107 ;
row: 58 , col 4  , place id: 468 ;
row: 40 , col 6  , place id: 326 ;
row: 16 , col 0  , place id: 128 ;
row: 76 , col 3  , place id: 611 ;
row: 97 , col 3  , place id: 779 ;
row: 93 , col 6  , place id: 750 ;
row: 90 , col 7  , place id: 727 ;
row: 62 , col 0  , place id: 496 ;
row: 23 , col 2  , place id: 186 ;
row: 66 , col 7  , place id: 535 ;
row: 65 , col 2  , place id: 522 ;
row: 80 , col 7  , place id: 647 ;
row: 83 , col 1  , place id: 665 ;
row: 18 , col 1  , place id: 145 ;
row: 59 , col 4  , place id: 476 ;
row: 82 , col 5  , place id: 661 ;
row: 63 , col 3  , place id: 507 ;
row: 13 , col 5  , place id: 109 ;
row: 22 , col 6  , place id: 182 ;
row: 87 , col 6  , place id: 702 ;
row: 44 , col 2  , place id: 354 ;
row: 41 , col 6  , place id: 334 ;
row: 103 , col 5  , place id: 829 ;
row: 83 , col 4  , place id: 668 ;
